waterid,origWaterid,demtarea,rchname,station_id,station_name,staid,huc2,Obs,predict,Obsyield,predictYield,Resids,standardResids,leverage,leverageCrit,CooksD,CooksDpvalue,boot_resid,weight,tiarea,pResids,ratio.obs.pred,pratio.obs.pred,xlat,xlon,urban_Jgradient,crops_Jgradient,pasture_Jgradient,forest_Jgradient,barren_Jgradient,huc2,huc4
65144,65144,1159.37,NEMADJI R,4024430,NEMADJI RIVER NEAR SOUTH SUPERIOR WI,1,4,376632.5467,265954.944401351,324.859662316603,229.396089601552,0.347943122467852,0.608541006387083,0.0214012473925295,0.0211864406779661,0.00161973557887805,0.99999998078472,0.351727178017413,1,1159.37,0.347946937165117,1.41615170023546,1.41615710243578,46.63326,-92.0943,-0.000143444575165718,-3.88071412860048e-05,-0.000421521210766055,-0.00300919813042134,0,4,401
90564,90564,487.2,BOIS BRULE R,163002,BOIS BRULE RIVER,2,4,82640.58624,103830.315874141,169.623534975369,213.116411892735,-0.228257069847473,-0.40227346586482,0.0362296910290873,0.0211864406779661,0.00121664494978632,0.999999991849147,-0.232507767685121,1,487.2,-0.228252301475891,0.795919626597053,0.795923421846631,46.67936,-91.59491,-0.000177897927520869,4.31551701235964e-06,-0.000105959839661061,-0.00391799977683341,0,4,401
90583,90583,332.05,KEWAUNEE R,313038,KEWAUNEE RIVER NEAR KEWAUNEE WI,3,4,380809.1308,319078.369571061,1146.84273693721,960.934707336429,0.1768615353221,0.309046708645435,0.0196382065024633,0.0211864406779661,0.000382642923397071,0.999999999745953,0.178624161012226,1,332.05,0.1768615353221,1.1934658288242,1.1934658288242,44.45745,-87.55573,-7.18871596367421e-05,-0.000256430176921767,-0.000592005160494409,-0.000293452777884015,-4.58728568205794e-06,4,403
90214,90214,1807.74,OCONTO R,4071000,OCONTO RIVER NEAR GILLETT WI,4,4,325416.8245,615354.711592003,180.013068527554,340.400008625136,-0.637091970851856,-1.1070497996118,0.00862539514402923,0.0211864406779661,0.00213258092914057,0.999999956194802,-0.639857458832483,1,1807.74,-0.637090063503223,0.528828037503937,0.528829046164334,44.86465,-88.30013,-0.000160754178060872,-0.000213447832816509,-4.06630136343714e-05,-0.00163692276583072,0,4,403
90599,90599,2548.52,OCONTO R,433002,OCONTO RIVER NEAR OCONTO WI,5,4,566376.9709,1013929.35976079,222.237600999796,397.850265942897,-0.58232863396306,-1.0084226859429,0.00179689099623424,0.0211864406779661,0.000366115423046355,0.999999999777462,-0.582852530647413,1,740.78,-0.833828763662767,0.558596085070088,0.434382948700988,44.88271,-87.88429,-4.45154545483696e-05,-0.000252257540825558,-0.000105573481681363,-0.000296998874158478,0,4,403
90223,90223,313.15,RED R,4077630,RED RIVER AT MORGAN ROAD NEAR MORGAN WI,6,4,138169.3425,154218.542752023,441.224149768482,492.474988829709,-0.109890652783173,-0.190553027635464,0.00446246055514572,0.0211864406779661,3.25520581075418e-05,0.999999999999844,-0.110136667816045,1,313.15,-0.109888745434541,0.895932097621817,0.895933806478308,44.89814,-88.84409,-6.18240760622495e-05,-0.00033419076270732,-0.000105573481681363,-0.000910601316893712,1.66465351165147e-10,4,403
90684,90684,878.18,ELKHART R,LMJ190-0006,Elkhart River,7,4,960006.8084,1169168.84467478,1093.1777180077,1331.35444291008,-0.19710800965893,-0.341892053268267,0.00505660377101679,0.0211864406779661,0.000118814257663623,0.99999999999239,-0.197608256174171,1,878.18,-0.19710800965893,0.821101941582306,0.821101941582306,41.50778,-85.75944,-3.42874989199942e-05,-0.000426613326098109,-0.000104800765721967,-3.55674521222416e-06,0,4,405
90685,90685,1788.5,ELKHART R,LMJ210-0008,Elkhart River,8,4,2270760.481,2332567.9761177,1269.64522281241,1304.20350915163,-0.0268550072996536,-0.0464971260439975,0.00145838188754789,0.0211864406779661,6.31520288777932e-07,1,-0.0268746111728295,1,910.32,-0.112729564794771,0.973502382031082,0.893392232161405,41.68778,-85.97222,-6.67731818225544e-05,-0.000208990290462346,-6.49104680469913e-05,-1.77837260611208e-06,1.66465351165147e-10,4,405
91279,91279,560.15,BATTLE CR,130202,BATTLE CREEK R 9 MILE RD PENNFIELD TWP SEC 21,9,4,368216.8208,606258.973569364,657.353960189235,1082.3154040335,-0.498635292283082,-0.864563068993629,0.00427248405761053,0.0211864406779661,0.000641450721771907,0.999999998803898,-0.499703923455532,1,560.15,-0.498634338608765,0.607358961851096,0.607359541074016,42.36417,-85.12222,-6.16592040083667e-05,-0.000373142496058172,-0.000157971537084637,-0.000297009523096239,-4.64255217864477e-06,4,405
91283,91283,961.01,GRAND R,380031x,GRAND R AT MAPLE GROVE RD RIVES TWP SEC 35,10,4,734480.7959,822169.112213462,764.280076065806,855.526073832179,-0.112782257057264,-0.195804737390552,0.00687705792056661,0.0211864406779661,5.30977420534855e-05,0.999999999999321,-0.113172073865163,1,961.01,-0.112782257057264,0.893345158543617,0.893345158543617,42.34167,-84.40163,-0.000205105741936631,-0.000228396427828393,-0.000147004556359712,-0.000296988225220717,-4.64255217864477e-06,4,405
