waterid,demtarea,rchname,station_id,station_name,staid,huc2,standardResids,Resids,leverage,leverageCrit,CooksD,CooksDpvalue,weight,tiarea,residCheck
90564,487.2,BOIS BRULE R,163002,BOIS BRULE RIVER,2,4,-0.453511595052915,-0.257864842674621,0.0337192196858692,0.0254237288135593,0.00119618875279619,0.999999999588033,1,487.2,0.453511595052915
90253,791.93,CLINTON R,4161820,CLINTON RIVER AT STERLING HEIGHTS MI,14,4,-1.27859316852202,-0.722820485086654,0.044805071296471,0.0254237288135593,0.0127805243961845,0.999998409013547,1,791.93,1.27859316852202
90281,636.15,CHAGRIN R,4209000,Chagrin River at Willoughby OH,25,4,-0.656168699494144,-0.371256189055048,0.0432196486416164,0.0254237288135593,0.0032415203565698,0.999999986580299,1,636.15,0.656168699494144
65169,1147.25,CATTARAUGUS CR,4213500,CATTARAUGUS CREEK AT GOWANDA NY,27,4,3.81421602222153,0.393046825691341,0.968262414989637,0.0254237288135593,73.9739005198483,0,1,1147.25,3.81421602222153
91469,6077.05,ST LOUIS R,SL 500,ST. LOUIS RIVER AT COUNTY RD. 31,30,4,-0.230139619308022,-0.127843509024455,0.0777037401436846,0.0254237288135593,0.000743708947072588,0.999999999921835,1,6077.05,0.230139619308022
65146,3487.42,ONTONAGON R,4040000,ONTONAGON RIVER NEAR ROCKLAND MI,37,4,-0.114096743531008,-0.0650101009697934,0.0296887970940256,0.0254237288135593,6.63860462377666e-05,0.999999999999983,1,3487.42,0.114096743531008
90052,664.39,REED CR,3167000,REED CREEK AT GRAHAMS FORGE VA,58,5,-0.335984788558523,-0.191678774892173,0.027242289422449,0.0254237288135593,0.000526898426059309,0.99999999997659,1,664.39,0.335984788558523
90643,180.51,CROOKED CR,9-CRK003.00,Crooked Creek RT. 635 BRIDGE AT INTERSECTION WITH,60,5,-0.321932877417785,-0.183090580936048,0.033287785940737,0.0254237288135593,0.000594794736230288,0.999999999964226,1,180.51,0.321932877417785
90053,798.17,LITTLE R,3170000,LITTLE RIVER AT GRAYSONTOWN VA,61,5,-0.716318811738275,-0.408429855656594,0.0283315272341794,0.0254237288135593,0.00249352276406277,0.999999994631393,1,798.17,0.716318811738275
90569,129.23,GAULEY R BRUSHY FK,1SUMW0004,MUDDLETY CREEK OF GAULEY RIVER,65,5,-0.762109957045281,-0.42614576028161,0.0655051000485051,0.0254237288135593,0.00678550539144089,0.999999823627251,1,129.23,0.762109957045281
90066,693.14,ELK R,3194700,ELK RIVER BELOW WEBSTER SPRINGS WV,66,5,1.10456465147772,0.629471565660689,0.0293429444914454,0.0254237288135593,0.00614708059782637,0.9999998749751,1,693.14,1.10456465147772
90857,212.5,POND R,1JWFW0002,POUND RIVER                                   VA,74,5,0.678466609976787,0.369609226808118,0.112998175285207,0.0254237288135593,0.00977355643847877,0.999999372643207,1,212.5,0.678466609976787
