waterid,demtarea,rchname,station_id,station_name,staid,huc2,standardResids,Resids,leverage,leverageCrit,CooksD,CooksDpvalue,weight,tiarea,residCheck
90583,332.05,KEWAUNEE R,313038,KEWAUNEE RIVER NEAR KEWAUNEE WI,3,4,-0.765849389341078,-0.303364027727216,0.0592716481912727,0.0550847457627119,0.00284266812302666,1,1,332.05,0.765849389341078
90668,1291.59,ST MARYS R,LES040-0007,St. Mary's River,19,4,-0.732639230231376,-0.290595413637556,0.0567648381963696,0.0550847457627119,0.002484828443696,1,1,1291.59,0.732639230231376
65173,4845.32,BLACK R,4260500,BLACK RIVER AT WATERTOWN NY,46,4,-0.124737556226914,-0.0494793867347028,0.0566410721946854,0.0550847457627119,7.18630445171994e-05,1,1,4845.32,0.124737556226914
90048,226.42,CLEAR CR,3157000,Clear Creek near Rockbridge OH,54,5,3.04723404656549,1.23704213756835,0.0119471552092044,0.0550847457627119,0.00863679486397428,0.999999999999411,1,226.42,3.04723404656549
90066,693.14,ELK R,3194700,ELK RIVER BELOW WEBSTER SPRINGS WV,66,5,-0.495735658726927,-0.194436286512163,0.077689553118815,0.0550847457627119,0.00159236440734799,1,1,693.14,0.495735658726927
90140,805.33,WABASH R,3322500,WABASH RIVER NEAR NEW CORYDON IND,100,5,-0.351828435015734,-0.138297825558952,0.0736147301109238,0.0550847457627119,0.000756644019985142,1,1,805.33,0.351828435015734
90152,724.29,VERMILION R N FK,3338780,NORTH FORK VERMILION RIVER NEAR BISMARCK IL,116,5,3.3705015077851,1.36416843789934,0.0178682447404626,0.0550847457627119,0.0158985617584685,0.999999999959659,1,724.29,3.3705015077851
91069,123.97,STILLWATER CR,1PESW0008,STILLWATER CREEK,141,5,-3.5281632867037,-1.42712485493482,0.0190442951997548,0.0550847457627119,0.0185895770228272,0.999999999881468,1,123.97,3.5281632867037
90355,3223.39,COTTONWOOD R,5317000,COTTONWOOD RIVER NEAR NEW ULM MN,147,7,3.44724357689064,1.39630012822866,0.0163594499527804,0.0550847457627119,0.0152031248958723,0.999999999970376,1,3223.39,3.44724357689064
91203,812.92,S SKUNK R,10850003,South Skunk River Upstream of Ames,181,7,3.09063077705883,1.23703041643887,0.0395178087780414,0.0550847457627119,0.0302311338694742,0.999999996683883,1,812.92,3.09063077705883
91477,7940.58,MISSISSIPPI R,MSU1186-BB15E67,MISSISSIPPI R AT MN-6 BRIDGE 8 MI SW OF COHASSET,254,7,3.63606403662185,1.43594607966761,0.0649474294338387,0.0550847457627119,0.0706391772617264,0.999999018755202,1,6326.27,3.63606403662185
21272,2037.16,WISCONSIN R,443003,WISCONSIN RIVER BRIDGE AT MCNAUGHTON,268,7,1.25683399493585,0.494094404895424,0.0734116313649568,0.0550847457627119,0.00962698990974295,0.999999999998748,1,2037.16,1.25683399493585
