waterid,demtarea,rchname,station_id,station_name,staid,huc2,standardResids,Resids,leverage,leverageCrit,CooksD,CooksDpvalue,weight,tiarea,residCheck
90583,332.05,KEWAUNEE R,313038,KEWAUNEE RIVER NEAR KEWAUNEE WI,3,4,-0.666836155350623,-0.263604391801923,0.0610195692873796,0.0550847457627119,0.0022228365133349,1,1,332.05,0.666836155350623
90223,313.15,RED R,4077630,RED RIVER AT MORGAN ROAD NEAR MORGAN WI,6,4,0.443893365135394,0.175685213916045,0.0587550652466291,0.0550847457627119,0.000946142641073457,1,1,313.15,0.443893365135394
65173,4845.32,BLACK R,4260500,BLACK RIVER AT WATERTOWN NY,46,4,-0.0532394759984521,-0.0210627531287457,0.0595141489964511,0.0550847457627119,1.37972379423419e-05,1,1,4845.32,0.0532394759984521
90066,693.14,ELK R,3194700,ELK RIVER BELOW WEBSTER SPRINGS WV,66,5,-0.504458410159573,-0.19702455860689,0.0834006843116911,0.0550847457627119,0.00178113757966668,1,1,693.14,0.504458410159573
90697,251.88,S ELKHORN CR,PRI034,SOUTH ELKHORN CREEK NEAR MIDWAY,96,5,1.74390949610185,0.690020428967555,0.0592687990329341,0.0550847457627119,0.0147389013341281,0.999999999976087,1,251.88,1.74390949610185
90140,805.33,WABASH R,3322500,WABASH RIVER NEAR NEW CORYDON IND,100,5,-0.23310562427078,-0.0910995299656907,0.0822670937024856,0.0550847457627119,0.000374689914041369,1,1,805.33,0.23310562427078
90152,724.29,VERMILION R N FK,3338780,NORTH FORK VERMILION RIVER NEAR BISMARCK IL,116,5,3.25776039532786,1.31562641519426,0.0200217730000996,0.0550847457627119,0.0166794233808745,0.999999999943845,1,724.29,3.25776039532786
91069,123.97,STILLWATER CR,1PESW0008,STILLWATER CREEK,141,5,-3.62651413430607,-1.45961081684888,0.0266143637341385,0.0550847457627119,0.027660915586999,0.999999998190888,1,123.97,3.62651413430607
91481,1614.31,MISSISSIPPI R,MSU1292-BB15E67,MISSISSIPPI R AT BR ON CSAH-8 7 MI E OF BEMIDJI,143,7,-0.533562416851651,-0.210888580321566,0.061303496635624,0.0550847457627119,0.00143016832873335,1,1,1614.31,0.533562416851651
90355,3223.39,COTTONWOOD R,5317000,COTTONWOOD RIVER NEAR NEW ULM MN,147,7,3.43756917872368,1.38804130864859,0.0203037979229118,0.0550847457627119,0.018838460081609,0.999999999870105,1,3223.39,3.43756917872368
90552,1728.86,BLACK R,103094,BLACK RIVER,158,7,-1.31961218851583,-0.521687560604173,0.0608869792946316,0.0550847457627119,0.00868472058980337,0.999999999999388,1,1728.86,1.31961218851583
91203,812.92,S SKUNK R,10850003,South Skunk River Upstream of Ames,181,7,3.13725760992441,1.25193348498135,0.0431327643724702,0.0550847457627119,0.0341281399805324,0.999999992436855,1,812.92,3.13725760992441
91477,7940.58,MISSISSIPPI R,MSU1186-BB15E67,MISSISSIPPI R AT MN-6 BRIDGE 8 MI SW OF COHASSET,254,7,3.80138326132026,1.49621448176722,0.0691195110785764,0.0550847457627119,0.0825366226051182,0.999997289818839,1,6326.27,3.80138326132026
21272,2037.16,WISCONSIN R,443003,WISCONSIN RIVER BRIDGE AT MCNAUGHTON,268,7,1.39053682844622,0.546043905933022,0.0734269299542267,0.0550847457627119,0.0117868385728057,0.999999999994905,1,2037.16,1.39053682844622
90337,2327.27,DES LACS R,5116500,DES LACS RIVER AT FOXHOLM ND,289,9,-3.28031703036459,-1.21021538635287,0.182131957542971,0.0550847457627119,0.184327953610472,0.999598244896376,1,2327.27,3.28031703036459
90323,2013.7,BALDHILL CR,5057200,BALDHILL CREEK NR DAZEY ND,290,9,-1.10888019008141,-0.333717224837878,0.455776197130946,0.0550847457627119,0.0792136463902132,0.999997925083839,1,2013.7,1.10888019008141
65559,724.79,TURTLE R,5082625,TURTLE RIVER AT TURTLE R STATE PARK NR ARVILLA ND,292,9,-1.63877982454452,-0.598859804200094,0.197585724177687,0.0550847457627119,0.0508691851928247,0.999999888596568,1,724.79,1.63877982454452
91494,4900.83,LITTLE FORK R,LRLF7.5-BB14A71,LITTLE FORK R MN-11 BRIDGE 0.5 MI W OF PELLAND,293,9,1.94246168023147,0.768319290769055,0.05991290543002,0.0550847457627119,0.0184975350063431,0.99999999988545,1,4900.83,1.94246168023147
91493,5234.86,BIG FORK R,LRBF-.5-BB14A71,BIG FORK RIVER BRIDGE ON MN-11 4 MI E OF LOMAN,294,9,0.963503499986388,0.382025953997326,0.0553548904907195,0.0550847457627119,0.00418456729335456,0.999999999999996,1,5234.86,0.963503499986388
